Brand,Year,Engine_CC,Mileage_kmpl,Fuel_Type,Transmission,Kilometers_Driven,Price_Lakh_INR
Mahindra,2021,2496,29.25,Electric,Manual,76626,14.28
Tata,2017,1526,13.29,Electric,Manual,76031,12.65
Honda,2005,2267,27.84,CNG,Automatic,133298,8.61
Mahindra,2014,1609,20.77,Diesel,Manual,56552,26.93
Ford,2019,2703,10.71,Diesel,Automatic,17147,4.39
Honda,2011,1215,18.28,CNG,Automatic,153434,31.23
Honda,2022,1399,28.87,CNG,Automatic,175387,7.36
Hyundai,2020,2139,17.21,CNG,Automatic,161050,34.33
Tata,2018,878,26.99,Electric,Manual,15996,34.61
Mahindra,2022,2367,13.64,CNG,Automatic,22898,14.85
Maruti,2011,1894,20.56,Diesel,Manual,80275,34.59
Toyota,2021,2020,26.56,CNG,Automatic,21777,30.61
Kia,2022,857,28.26,Diesel,Automatic,122318,4.26
Ford,2016,2247,18.69,Diesel,Manual,119791,33.24
Maruti,2012,2292,22.07,Petrol,Manual,149369,2.92
Tata,2006,2895,8.07,Diesel,Automatic,18536,7.59
Toyota,2011,2258,13.57,Petrol,Manual,75972,21.08
Tata,2008,2008,14.13,CNG,Manual,35589,4.2
Ford,2022,1638,10.06,Petrol,Manual,136493,6.92
Honda,2010,2550,14.15,Electric,Automatic,60349,33.44
Toyota,2013,2154,15.06,Electric,Automatic,59444,34.82
Honda,2013,1944,29.31,Electric,Automatic,52350,28.24
Ford,2018,1012,22.71,CNG,Manual,142880,18.76
Maruti,2012,1306,17.37,Diesel,Automatic,173553,31.66
Ford,2023,2369,29.74,Electric,Automatic,41544,5.25
Maruti,2007,2532,11.37,Petrol,Manual,91310,33.09
Toyota,2022,2044,18.47,CNG,Automatic,128155,13.28
Toyota,2009,1815,22.24,CNG,Automatic,94130,30.36
Mahindra,2018,1943,9.22,Petrol,Automatic,95305,23.89
Tata,2008,2070,23.77,Petrol,Manual,99827,33.67
Mahindra,2011,2732,10.2,CNG,Manual,33594,30.47
Tata,2016,1572,11.09,CNG,Automatic,19980,31.24
Mahindra,2006,2329,11.51,Diesel,Automatic,54401,22.66
Honda,2015,1881,28.44,CNG,Manual,114963,29.41
Toyota,2018,1951,23.03,Petrol,Manual,173891,26.86
Maruti,2020,2522,22.42,CNG,Manual,43879,6.91
Tata,2010,1516,20.22,CNG,Automatic,9391,23.23
Ford,2008,2933,14.44,Petrol,Automatic,111091,6.46
Tata,2019,903,21.66,Diesel,Manual,90640,30.63
Maruti,2005,2990,17.02,CNG,Manual,25393,3.71
Mahindra,2011,1004,11.2,Electric,Automatic,75441,34.57
Tata,2016,2186,23.17,Electric,Manual,105640,14.92
Kia,2014,2444,10.85,Petrol,Automatic,56736,7.22
Honda,2009,2132,12.19,Petrol,Manual,55917,32.85
Toyota,2016,2848,25.99,Petrol,Automatic,68743,3.02
Maruti,2022,2858,22.52,Electric,Manual,116112,17.25
Toyota,2014,2649,21.88,Petrol,Automatic,63486,27.3
Kia,2010,1546,17.2,Electric,Manual,149082,12.11
Tata,2016,2463,16.72,Diesel,Automatic,134849,19.22
Tata,2011,2037,23.19,Petrol,Automatic,186363,24.96
Ford,2022,2818,24.28,CNG,Automatic,144039,33.39
Kia,2006,1755,19.22,Diesel,Manual,124350,4.94
Maruti,2014,1317,29.32,Electric,Automatic,123204,6.77
Ford,2019,2238,29.03,Petrol,Automatic,117747,18.55
Honda,2016,1831,17.07,CNG,Automatic,179008,15.52
Ford,2021,2852,26.05,Electric,Manual,183764,15.26
Hyundai,2008,2959,19.95,Diesel,Manual,113092,11.45
Maruti,2011,1072,19.26,CNG,Manual,38913,20.28
Hyundai,2013,1221,9.21,Diesel,Automatic,72163,31.09
Kia,2023,2281,20.63,Petrol,Manual,15050,6.89
Mahindra,2011,1581,27.81,CNG,Automatic,120933,8.71
Hyundai,2006,2044,25.16,Petrol,Manual,194937,23.97
Honda,2010,2872,25.3,Electric,Manual,120057,3.38
Ford,2022,1775,11.52,Electric,Manual,19264,24.07
Mahindra,2010,2543,15.89,Diesel,Automatic,190079,12.03
Ford,2017,1216,13.13,Petrol,Automatic,121473,13.49
Hyundai,2023,1014,14.95,Petrol,Manual,168033,15.09
Ford,2006,1935,20.75,CNG,Manual,54726,13.21
Kia,2016,1713,16.03,Electric,Automatic,20759,29.68
Mahindra,2019,2382,20.34,Petrol,Automatic,10504,33.19
Kia,2018,2824,17.65,Petrol,Automatic,111324,19.86
Hyundai,2010,1227,14.31,Petrol,Automatic,68699,20.99
Kia,2022,1532,10.1,Electric,Manual,52172,3.86
Honda,2009,1212,27.62,Electric,Manual,66816,25.39
Hyundai,2022,2425,8.25,Electric,Manual,135704,21.07
Hyundai,2007,1031,8.04,Diesel,Automatic,69807,3.19
Hyundai,2007,1634,26.19,Electric,Automatic,157933,8.15
Maruti,2014,1057,29.93,Electric,Manual,70152,8.27
Ford,2023,2079,24.0,Electric,Manual,158361,7.23
Maruti,2007,1202,8.34,CNG,Manual,56267,23.56
Maruti,2016,1569,12.99,CNG,Manual,148343,32.6
Honda,2020,864,29.38,Petrol,Manual,112652,27.06
Mahindra,2021,1749,25.79,CNG,Automatic,120773,17.49
Ford,2011,972,20.47,Diesel,Manual,193576,15.04
Kia,2017,2050,13.21,Diesel,Automatic,77729,14.45
Tata,2006,2211,8.32,Petrol,Automatic,177790,21.64
Hyundai,2008,1437,8.46,Petrol,Automatic,168779,13.53
Kia,2014,1748,21.46,Diesel,Manual,53573,9.08
Hyundai,2011,2900,8.48,Diesel,Automatic,14021,21.7
Honda,2021,2494,29.86,Diesel,Manual,14040,14.59
Hyundai,2010,1551,12.03,Petrol,Manual,110285,1.97
Maruti,2023,1461,23.64,Diesel,Automatic,162624,2.24
Ford,2009,2986,11.41,Petrol,Manual,140416,10.68
Tata,2014,942,19.88,Diesel,Automatic,83938,18.67
Toyota,2013,2705,9.77,Diesel,Manual,143275,13.37
Hyundai,2017,1285,24.87,CNG,Manual,83854,2.31
Kia,2023,1791,20.87,Diesel,Automatic,113025,8.98
Maruti,2010,2260,9.9,Petrol,Automatic,141512,4.73
Toyota,2008,1092,26.67,Diesel,Manual,48209,33.28
Tata,2007,2443,20.03,Electric,Automatic,7892,11.98
Toyota,2007,1637,28.28,CNG,Automatic,90544,1.99
Maruti,2008,1837,28.17,Diesel,Manual,11687,23.63
Ford,2009,2550,28.25,Diesel,Automatic,129557,9.29
Ford,2012,1071,9.71,Electric,Automatic,159879,20.49
Mahindra,2020,1848,10.66,Electric,Manual,109608,6.55
Ford,2007,2758,29.73,Electric,Automatic,85925,34.46
Mahindra,2016,1605,18.73,Electric,Manual,35152,34.0
Toyota,2012,2504,13.24,Electric,Automatic,134285,23.48
Honda,2017,2689,24.93,Electric,Manual,30875,25.19
Kia,2008,1682,13.81,Diesel,Automatic,171011,15.77
Kia,2018,1631,24.0,Petrol,Manual,33939,33.73
Toyota,2018,1912,26.42,Diesel,Manual,144541,15.7
Hyundai,2017,2991,25.25,Diesel,Manual,87943,9.52
Hyundai,2010,2840,14.03,Diesel,Automatic,197587,5.37
Ford,2021,1905,16.84,CNG,Manual,96311,8.47
Kia,2008,2394,17.09,Petrol,Manual,192427,20.67
Kia,2012,2426,18.81,Petrol,Automatic,56132,9.71
Mahindra,2021,2689,11.68,CNG,Manual,121278,23.42
Honda,2007,2604,17.95,Petrol,Manual,189321,14.3
Maruti,2021,2020,19.24,CNG,Manual,67719,31.21
Hyundai,2013,1073,19.7,Diesel,Manual,155076,20.21
Kia,2006,1389,26.04,Petrol,Automatic,96498,22.36
Mahindra,2017,1382,19.38,Diesel,Automatic,75762,20.14
Tata,2006,1767,13.08,Electric,Automatic,10253,31.17
Mahindra,2015,2790,22.59,Diesel,Manual,117024,3.62
Hyundai,2019,2058,25.54,Petrol,Automatic,13726,3.76
Hyundai,2015,2110,15.03,Diesel,Manual,63952,25.01
Mahindra,2007,1371,22.2,Diesel,Manual,105702,27.23
Maruti,2007,1344,11.23,CNG,Automatic,196330,16.03
Toyota,2016,2260,15.52,Petrol,Manual,45000,13.3
Hyundai,2009,926,28.0,Diesel,Manual,182345,10.81
Mahindra,2011,1532,28.05,CNG,Automatic,184498,9.35
Kia,2011,1216,20.66,Petrol,Automatic,34735,32.05
Mahindra,2017,1437,23.45,Electric,Manual,46648,11.39
Honda,2013,840,26.79,Diesel,Manual,168591,23.21
Toyota,2017,1586,29.09,Diesel,Manual,132103,27.87
Tata,2016,1096,18.78,Diesel,Manual,6286,2.24
Maruti,2017,2420,20.35,Diesel,Automatic,80810,2.63
Ford,2014,841,17.14,Diesel,Automatic,146798,12.66
Tata,2005,832,9.58,Electric,Manual,66540,24.82
Toyota,2012,2099,17.3,Electric,Automatic,30916,10.24
Toyota,2020,1415,25.39,Petrol,Manual,84826,1.55
Toyota,2017,1747,25.71,Petrol,Automatic,7377,11.15
Tata,2007,2347,27.63,CNG,Automatic,160843,4.52
Kia,2007,959,9.13,CNG,Manual,97573,8.85
Toyota,2009,2752,19.6,CNG,Automatic,54004,12.66
Mahindra,2015,2531,10.36,Electric,Manual,59780,5.79
Tata,2011,2642,12.42,Petrol,Automatic,56267,25.16
Ford,2014,2597,27.8,Petrol,Automatic,117008,10.07
Toyota,2014,2532,18.93,Electric,Manual,26802,23.65
Mahindra,2006,1380,24.69,Petrol,Automatic,181056,21.57
Kia,2007,1019,9.42,Diesel,Automatic,30446,31.58
Honda,2012,1178,17.17,Petrol,Manual,166932,4.45
Kia,2015,2549,22.83,Petrol,Automatic,95296,8.69
Ford,2017,2270,10.93,Diesel,Automatic,88132,30.48
Toyota,2011,1763,15.17,CNG,Manual,16837,29.04
Ford,2017,1969,9.42,CNG,Manual,198554,7.94
Tata,2006,1032,22.33,CNG,Automatic,43992,5.11
Hyundai,2010,2194,29.36,Electric,Automatic,144761,30.18
Toyota,2013,1721,26.2,Diesel,Manual,6565,7.47
Hyundai,2006,1166,29.44,Diesel,Manual,129542,30.68
Mahindra,2022,1280,26.6,Electric,Automatic,29793,33.7
Honda,2020,2396,26.81,Diesel,Automatic,140692,8.9
Maruti,2016,1918,20.7,Petrol,Manual,70200,29.65
Ford,2011,2665,19.4,CNG,Automatic,30937,15.7
Kia,2011,2834,16.94,Diesel,Automatic,115712,27.92
Honda,2021,1015,26.0,Diesel,Manual,127227,15.15
Toyota,2017,1524,12.01,CNG,Automatic,130038,3.86
Hyundai,2015,2639,9.24,Electric,Automatic,64400,25.38
Kia,2010,1511,28.85,CNG,Manual,50277,6.55
Hyundai,2018,2687,8.08,Electric,Automatic,30372,32.56
Tata,2010,2625,29.49,Electric,Automatic,141028,15.49
Hyundai,2010,1784,24.03,Petrol,Manual,197466,4.25
Tata,2006,1958,15.23,CNG,Manual,16911,9.15
Mahindra,2019,1906,23.35,Diesel,Manual,118771,30.39
Kia,2021,1190,25.99,Electric,Automatic,86232,12.26
Kia,2012,1870,13.4,Petrol,Automatic,56403,30.19
Maruti,2009,1191,24.96,CNG,Automatic,142742,7.27
Toyota,2021,1184,25.7,Electric,Automatic,64844,17.19
Tata,2005,2082,13.49,Petrol,Manual,68137,30.92
Maruti,2022,1733,8.92,Diesel,Manual,28473,3.12
Hyundai,2019,2770,12.49,Electric,Manual,52298,11.69
Hyundai,2009,1198,12.41,Electric,Automatic,26345,31.98
Maruti,2011,2947,9.44,Diesel,Manual,30608,21.48
Kia,2022,1182,23.97,Diesel,Automatic,180876,25.49
Hyundai,2010,2857,16.36,Diesel,Automatic,106488,29.71
Ford,2009,2230,27.46,Electric,Automatic,111835,19.04
Mahindra,2023,2713,13.55,Petrol,Manual,15286,29.82
Mahindra,2014,2944,17.97,Petrol,Automatic,152944,22.9
Ford,2019,1557,22.06,Diesel,Automatic,178377,24.47
Maruti,2014,2934,27.3,Petrol,Manual,177822,6.62
Ford,2020,1790,19.54,Diesel,Manual,94185,32.96
Tata,2016,2924,16.22,Diesel,Automatic,49476,28.17
Tata,2022,2712,27.07,CNG,Automatic,181220,10.02
Maruti,2005,2539,14.83,Petrol,Automatic,125059,20.93
Ford,2020,2306,9.75,Electric,Manual,108581,14.11
Tata,2010,1460,17.79,CNG,Manual,98567,23.62
Kia,2007,2828,25.27,Diesel,Manual,189631,34.79
Ford,2006,1934,8.68,CNG,Manual,78477,3.03
Kia,2006,2825,20.89,Diesel,Manual,156055,33.41
Tata,2017,1564,21.08,Diesel,Automatic,51016,3.93
Mahindra,2013,2472,28.43,Diesel,Automatic,21260,16.94
Tata,2020,2346,14.3,Petrol,Automatic,92576,17.65
Kia,2009,1382,14.13,Diesel,Automatic,170113,10.5
Honda,2011,1470,17.69,Diesel,Manual,49713,20.48
Toyota,2017,2551,15.85,Petrol,Manual,74748,29.44
Hyundai,2017,1337,24.2,Petrol,Automatic,163262,11.35
Ford,2011,2621,22.12,Diesel,Automatic,103789,3.86
Honda,2014,1985,24.7,Petrol,Manual,153842,22.68
Tata,2019,1229,26.04,Electric,Automatic,55201,26.68
Mahindra,2010,2437,28.31,Electric,Automatic,104087,33.48
Maruti,2009,2980,17.48,Diesel,Manual,16251,6.84
Tata,2006,988,29.66,CNG,Automatic,128499,31.7
Mahindra,2019,2546,12.74,Petrol,Manual,133356,17.65
Toyota,2020,2501,23.72,CNG,Automatic,168227,9.4
Tata,2023,2448,19.75,Electric,Automatic,67939,33.75
Kia,2013,2811,25.97,Diesel,Automatic,13061,9.49
Maruti,2023,1984,18.49,Electric,Manual,176129,26.07
Mahindra,2011,1650,25.25,Petrol,Manual,29408,27.79
Mahindra,2008,969,28.46,Petrol,Manual,132218,15.92
Mahindra,2007,1629,24.11,Diesel,Manual,131354,24.61
Toyota,2015,1880,25.07,Petrol,Manual,154260,20.68
Tata,2005,2063,9.48,Petrol,Manual,158851,7.93
Toyota,2010,1568,12.51,Petrol,Automatic,29687,26.96
Ford,2015,1157,29.43,CNG,Automatic,160286,32.59
Hyundai,2005,2125,23.25,Diesel,Automatic,132757,17.87
Hyundai,2011,2948,20.35,Diesel,Automatic,71505,34.81
Ford,2010,1920,16.07,Diesel,Manual,157318,15.84
Tata,2018,2488,8.98,Petrol,Automatic,169758,17.57
Kia,2006,2876,16.12,Petrol,Manual,21551,24.08
Toyota,2008,2329,18.98,Petrol,Automatic,155777,7.72
Maruti,2015,2261,12.65,Diesel,Automatic,65149,31.72
Mahindra,2019,2202,11.81,CNG,Manual,97372,28.34
Mahindra,2022,872,19.19,Electric,Manual,151874,30.73
Tata,2005,1053,20.89,Diesel,Automatic,132763,21.92
Kia,2007,2734,13.28,Diesel,Manual,199463,31.11
Hyundai,2007,1315,20.92,CNG,Manual,147103,24.28
Hyundai,2011,1843,27.81,Electric,Automatic,60341,18.64
Mahindra,2005,2448,18.41,Electric,Manual,26521,32.71
Tata,2015,1220,26.86,Petrol,Manual,91894,16.23
Toyota,2010,1678,28.4,Electric,Manual,30333,18.27
Hyundai,2007,935,10.03,Petrol,Automatic,116965,7.18
Toyota,2023,2124,10.11,Diesel,Manual,69731,33.25
Kia,2006,2432,18.47,CNG,Manual,173623,8.91
Hyundai,2022,832,20.94,Diesel,Manual,173333,8.25
Hyundai,2016,2590,17.37,Electric,Automatic,6973,4.89
Honda,2014,1077,15.18,Diesel,Automatic,15900,16.69
Hyundai,2009,2980,22.1,CNG,Automatic,185321,10.67
Ford,2013,1549,8.05,CNG,Manual,24460,26.32
Maruti,2006,2973,29.3,Petrol,Automatic,97031,11.8
Ford,2006,816,13.11,Diesel,Manual,138278,25.65
Tata,2010,2201,28.18,CNG,Automatic,193354,8.06
Tata,2014,1617,10.4,CNG,Automatic,14958,9.2
Toyota,2022,2907,13.24,CNG,Manual,16383,28.51
Ford,2016,2460,13.17,CNG,Manual,132418,13.93
Ford,2008,1266,29.92,Electric,Manual,74213,5.24
Ford,2021,1427,8.1,Diesel,Manual,30257,33.71
Kia,2019,2010,22.07,Diesel,Manual,85106,7.44
Hyundai,2010,1399,27.13,Diesel,Manual,78181,6.53
Maruti,2020,2538,22.79,Electric,Manual,181248,13.51
Toyota,2021,2184,15.98,Electric,Automatic,83320,4.7
Ford,2007,2646,29.08,CNG,Automatic,132587,6.71
Ford,2014,2655,27.66,Electric,Automatic,163117,29.86
Honda,2009,2687,17.55,Petrol,Manual,144398,7.25
Toyota,2018,1479,20.61,Electric,Automatic,33986,5.23
Ford,2017,2635,29.29,CNG,Manual,15437,30.98
Toyota,2010,2977,29.62,Diesel,Automatic,110264,16.37
Hyundai,2016,948,17.9,Electric,Automatic,189013,6.76
Honda,2012,2295,26.64,Diesel,Manual,149228,20.98
Toyota,2009,1617,14.64,Diesel,Automatic,32777,2.89
Maruti,2019,2544,16.18,Petrol,Automatic,30310,15.82
Maruti,2020,2446,11.63,Petrol,Automatic,122786,21.28
Tata,2005,2472,12.6,Electric,Automatic,155927,33.56
Honda,2020,2178,22.45,Diesel,Automatic,172105,12.44
Honda,2009,2739,19.24,CNG,Manual,110817,27.13
Tata,2007,1457,13.08,Diesel,Manual,197527,5.95
Toyota,2019,1853,16.86,Diesel,Automatic,188368,16.03
Honda,2017,1376,16.21,Petrol,Manual,110395,8.98
Maruti,2020,1522,29.72,Petrol,Manual,84475,18.0
Maruti,2015,2441,26.78,Petrol,Automatic,170064,15.48
Ford,2006,1483,16.54,Petrol,Manual,176652,34.32
Hyundai,2010,1541,28.11,Electric,Manual,170027,32.24
Honda,2010,2845,15.54,Electric,Manual,119694,21.0
Toyota,2018,2427,22.69,Diesel,Automatic,163180,7.41
Tata,2015,2935,29.27,Electric,Automatic,34303,20.16
Tata,2012,2288,16.59,CNG,Automatic,65866,28.03
Toyota,2012,849,22.96,Diesel,Automatic,63781,2.77
Kia,2005,902,14.51,Diesel,Automatic,186159,16.04
Mahindra,2011,1167,13.86,CNG,Automatic,159654,2.93
Hyundai,2010,1735,20.63,Diesel,Automatic,95671,9.67
Tata,2012,2514,29.54,CNG,Manual,181218,4.59
Honda,2023,2602,17.97,Petrol,Automatic,43405,33.68
Hyundai,2012,2220,28.63,Petrol,Manual,30021,7.16
Honda,2018,2600,28.12,Petrol,Automatic,6308,6.53
Kia,2022,2795,13.58,CNG,Automatic,104720,34.06
Maruti,2020,2767,16.84,Electric,Automatic,124733,18.78
Hyundai,2013,1189,22.15,Electric,Automatic,23289,26.89
Ford,2019,2166,19.4,Diesel,Manual,62673,12.47
Tata,2014,1572,10.11,Petrol,Automatic,12782,19.35
Hyundai,2020,1193,29.86,Petrol,Manual,109406,1.73
Hyundai,2008,1482,24.56,Diesel,Manual,25062,15.2
Hyundai,2017,1069,17.63,Petrol,Manual,162201,20.1
Mahindra,2009,948,21.6,Petrol,Automatic,165788,18.73
Hyundai,2011,1610,9.93,CNG,Automatic,106306,15.09
Honda,2013,827,18.9,Diesel,Manual,115025,27.89
Maruti,2012,2005,28.48,CNG,Automatic,105869,18.3
Kia,2020,965,27.73,Petrol,Automatic,138655,22.81
Toyota,2010,2864,15.42,Petrol,Automatic,48232,7.68
Hyundai,2020,1973,19.69,Diesel,Manual,117411,30.36
Tata,2010,1138,23.34,Petrol,Manual,27235,13.66
Hyundai,2018,1868,15.48,Electric,Manual,159953,17.65
Tata,2005,1641,9.43,CNG,Manual,121502,13.3
Honda,2013,988,19.12,CNG,Manual,74454,31.38
Tata,2017,1450,21.24,Electric,Automatic,18869,31.67
Ford,2023,1093,8.13,Diesel,Manual,142583,9.01
Toyota,2021,2657,10.1,Diesel,Manual,150188,26.72
Maruti,2015,2122,12.56,Petrol,Manual,40981,4.95
Tata,2012,2447,15.66,Diesel,Manual,61909,2.5
Tata,2009,1602,19.9,Electric,Automatic,116614,29.53
Maruti,2014,1230,14.46,Diesel,Automatic,89433,5.89
Toyota,2011,2318,14.08,Petrol,Manual,132547,6.69
Hyundai,2014,1286,27.13,Electric,Automatic,197949,21.82
Tata,2008,888,11.19,Petrol,Manual,157308,28.86
Maruti,2013,1070,18.9,CNG,Manual,116182,7.85
Ford,2018,2756,28.96,CNG,Manual,150504,5.33
Ford,2006,2572,21.75,Diesel,Automatic,64895,4.09
Honda,2013,1699,23.78,Electric,Automatic,33014,2.33
Maruti,2005,2544,17.49,Electric,Manual,75519,5.4
Honda,2014,1077,8.44,Electric,Manual,91058,33.08
Ford,2014,2800,22.21,Petrol,Manual,22704,4.69
Toyota,2007,2433,21.9,Electric,Automatic,50968,21.52
Hyundai,2010,1661,10.43,Diesel,Manual,154822,32.35
Maruti,2010,1405,18.17,CNG,Manual,197206,22.53
Kia,2006,1861,28.14,Diesel,Automatic,93209,2.6
Ford,2022,1813,12.51,CNG,Manual,56527,21.48
Ford,2006,2306,18.14,CNG,Automatic,130186,31.75
Kia,2016,1507,18.14,Diesel,Manual,82942,12.31
Mahindra,2009,1777,25.84,CNG,Automatic,103034,12.01
Ford,2011,2617,26.14,CNG,Manual,149525,9.84
Tata,2020,1605,24.7,Petrol,Manual,64006,18.44
Toyota,2005,2333,16.04,Diesel,Automatic,165637,9.47
Maruti,2005,1519,9.58,Diesel,Manual,6280,25.75
Kia,2021,1748,15.69,Diesel,Automatic,199735,23.1
Tata,2005,1273,22.96,CNG,Manual,88538,14.93
Kia,2017,1367,23.46,Electric,Automatic,34834,25.71
Maruti,2013,1881,29.23,Electric,Manual,197630,4.8
Honda,2019,1014,17.98,CNG,Automatic,193030,26.61
Maruti,2007,1699,21.91,Electric,Automatic,22985,21.7
Mahindra,2018,2601,19.86,Electric,Manual,138378,22.61
Maruti,2015,2782,11.31,CNG,Manual,143894,3.67
Maruti,2016,1896,18.15,Diesel,Automatic,164475,22.21
Mahindra,2017,2094,19.99,Petrol,Automatic,117488,18.05
Toyota,2017,2057,28.92,Diesel,Automatic,194631,17.78
Ford,2005,983,16.06,Diesel,Manual,5942,12.28
Maruti,2014,1473,29.56,Diesel,Automatic,41699,1.76
Mahindra,2007,2481,19.93,Petrol,Automatic,162853,15.66
Tata,2008,1234,13.33,Diesel,Automatic,41517,14.93
Honda,2020,1866,12.22,Electric,Manual,75276,15.66
Honda,2012,2136,11.12,Petrol,Manual,152445,22.0
Maruti,2020,1487,17.96,Electric,Manual,184723,11.55
Toyota,2021,1687,8.48,Petrol,Automatic,148491,10.52
Toyota,2023,868,17.79,Electric,Automatic,87327,18.18
Tata,2019,2903,29.74,Diesel,Manual,56195,21.34
Maruti,2020,1219,22.74,Diesel,Manual,75808,20.51
Honda,2019,1042,24.72,Diesel,Manual,79294,31.03
Toyota,2006,2297,10.62,Electric,Manual,85639,27.27
Maruti,2015,2479,18.41,Electric,Automatic,59909,3.25
Kia,2005,2924,14.3,CNG,Manual,183221,20.38
Toyota,2019,2808,27.67,Electric,Manual,149045,15.5
Mahindra,2023,2301,11.99,Petrol,Automatic,49330,13.6
Kia,2008,1239,18.09,Diesel,Automatic,170819,33.59
Ford,2015,2086,20.94,Petrol,Manual,97064,16.8
Toyota,2009,2008,19.31,CNG,Manual,158620,25.6
Honda,2007,1878,26.27,CNG,Manual,156294,33.9
Hyundai,2017,2131,13.09,Electric,Manual,110444,6.56
Kia,2014,2053,16.3,Diesel,Automatic,149548,3.33
Ford,2015,1414,25.43,Petrol,Manual,111596,12.01
Tata,2022,1219,19.62,CNG,Manual,9756,2.99
Tata,2006,2700,16.85,CNG,Manual,44564,5.41
Honda,2011,1075,8.65,Petrol,Manual,84850,34.72
Toyota,2013,2384,24.57,CNG,Automatic,49404,33.67
Maruti,2014,2566,29.39,Petrol,Manual,58483,24.66
Toyota,2022,2512,21.65,Diesel,Automatic,150605,26.73
Honda,2011,2937,26.84,Electric,Manual,132482,6.21
Tata,2011,1994,19.37,Petrol,Manual,192114,21.44
Toyota,2007,1610,13.1,Diesel,Manual,21541,6.67
Tata,2016,2178,8.32,Petrol,Automatic,65452,14.18
Kia,2011,2112,22.37,CNG,Automatic,26329,13.07
Ford,2021,1549,18.85,Diesel,Manual,130071,22.07
Maruti,2005,1996,25.21,Petrol,Automatic,123316,4.17
Kia,2009,1100,23.28,Diesel,Automatic,57934,4.97
Tata,2020,1399,29.73,Petrol,Manual,189045,21.93
Tata,2019,1328,19.23,Petrol,Automatic,24072,22.81
Hyundai,2006,2987,17.4,Diesel,Automatic,30268,12.89
Hyundai,2013,1077,14.31,Diesel,Automatic,128931,6.42
Kia,2011,1462,18.49,Diesel,Automatic,108348,31.18
Mahindra,2008,2169,27.2,CNG,Automatic,33459,3.27
Kia,2022,2961,8.93,Electric,Manual,133578,25.53
Hyundai,2008,1379,29.51,Petrol,Manual,179954,6.19
Tata,2017,2330,29.85,Petrol,Manual,12846,22.85
Honda,2005,2189,21.15,Diesel,Automatic,174225,23.73
Kia,2007,1490,15.29,Petrol,Manual,105402,28.44
Tata,2020,1436,12.91,Electric,Automatic,56308,14.73
Honda,2008,2648,14.08,Electric,Manual,135445,2.23
Honda,2020,2845,9.1,Petrol,Automatic,141526,28.67
Hyundai,2023,1622,18.45,Petrol,Automatic,101236,16.38
Kia,2005,2673,9.26,Diesel,Automatic,39895,29.88
Toyota,2009,1674,23.81,Electric,Manual,34678,27.5
Maruti,2023,1739,16.18,Petrol,Automatic,116023,18.19
Hyundai,2015,2482,12.39,Electric,Manual,59752,34.98
Hyundai,2017,1741,19.99,Petrol,Automatic,61183,16.98
Toyota,2009,2698,29.42,CNG,Automatic,12762,24.83
Maruti,2008,2850,23.29,Electric,Manual,156653,23.94
Tata,2008,2546,18.82,CNG,Manual,9426,18.86
Mahindra,2008,824,25.09,Diesel,Automatic,72010,21.11
Kia,2008,2666,24.22,Electric,Automatic,18051,28.25
Mahindra,2022,860,27.62,Petrol,Automatic,142061,20.65
Tata,2022,922,12.5,Petrol,Manual,197935,16.58
Ford,2020,2320,26.9,CNG,Automatic,14240,23.68
Hyundai,2013,2902,14.62,Electric,Automatic,54567,2.69
Maruti,2022,1986,28.7,Electric,Automatic,132277,5.16
Hyundai,2006,2522,14.18,Electric,Automatic,100331,5.7
Honda,2008,1862,28.39,Diesel,Manual,43275,15.76
Hyundai,2016,1906,29.2,Electric,Manual,121854,30.7
Hyundai,2011,2530,11.2,Diesel,Manual,10782,23.05
Tata,2019,1345,29.44,Petrol,Manual,182743,34.08
Tata,2011,2960,9.89,CNG,Automatic,161309,2.84
Tata,2021,2110,12.81,CNG,Automatic,17646,25.69
Mahindra,2020,954,17.77,Electric,Manual,54440,12.03
Honda,2023,2062,29.86,CNG,Automatic,105904,2.28
Ford,2013,2162,18.75,Electric,Automatic,150404,29.17
Ford,2018,1737,20.11,Petrol,Automatic,167231,6.95
Tata,2021,1311,23.28,Petrol,Manual,62918,8.67
Maruti,2009,1731,29.3,Petrol,Manual,169556,12.91
Mahindra,2006,986,25.23,CNG,Manual,90332,27.91
Toyota,2020,2645,12.93,Electric,Automatic,75859,22.42
Maruti,2018,2502,14.67,Diesel,Automatic,164670,10.37
Kia,2018,1190,10.15,Petrol,Automatic,56545,7.14
Kia,2005,2083,22.18,Petrol,Manual,91000,5.17
Maruti,2007,1454,11.98,Diesel,Manual,147326,6.52
Tata,2011,2539,13.66,Diesel,Manual,55164,30.58
Toyota,2019,975,27.54,CNG,Manual,167624,32.41
Toyota,2023,1563,15.19,Petrol,Automatic,125936,33.93
Mahindra,2006,1730,20.47,CNG,Automatic,40128,29.46
Toyota,2023,2023,16.75,Petrol,Manual,97245,31.23
Kia,2013,1510,9.63,CNG,Manual,8512,28.84
Honda,2023,1885,15.98,CNG,Automatic,78654,33.59
Tata,2009,2150,16.98,Diesel,Automatic,125287,29.83
Toyota,2022,2729,27.71,Electric,Manual,71887,16.98
Mahindra,2020,1080,15.14,Electric,Manual,184450,12.33
Kia,2008,2763,16.34,Electric,Manual,118121,21.07
Honda,2016,2585,25.22,Petrol,Automatic,155531,21.87
Hyundai,2011,1881,24.7,Diesel,Automatic,25288,20.76
